Index of Economic Freedom -- Explore the Data
Source: The Heritage Foundation
http://www.heritage.org/index

Country,Index Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Saint Vincent and the Grenadines,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suriname,2025,50.9,42.1,39.7,43.1,69.1,74,66.1,57.6,69,44.1,65.4,20,20
Suriname,2024,46.7,41.9,38.1,45.4,70.8,69.8,0,53.3,63.4,44.1,64.2,40,30
Suriname,2023,46.1,41.9,46.2,38.6,70.8,61.4,0,52.8,64.4,46,60.6,40,30
Suriname,2022,48.1,51.2,37.6,45.8,70.2,66.6,0,52.7,64.2,58.4,60.6,40,30
Suriname,2021,46.4,45.5,38.5,15.4,70,68.2,7.8,45.8,61.9,73.7,60.2,40,30
Suriname,2020,49.5,45.6,36.9,19.5,70.5,74.8,10.3,48.2,71.9,76.1,69.8,40,30
Suriname,2019,48.1,49.1,35.5,22.2,70.9,77.2,9.6,48.3,73.5,56,64.6,40,30
Suriname,2018,48.1,39.7,39.9,21.4,71.4,76.4,11.7,48.3,73.5,50.5,74.8,40,30
Suriname,2017,48,45.1,31.7,15.4,70.1,69.6,16.2,48.6,76.1,75.1,68.4,30,30
Suriname,2016,53.8,30,36,N/A,69.4,70.3,N/A,48.8,76.3,78.7,68.4,30,30
Suriname,2015,54.2,35,36,N/A,69.3,73.8,N/A,42.2,81.9,77.2,66.2,30,30
Suriname,2014,54.2,40,32.9,N/A,69,78.3,N/A,41.8,81.8,71.8,66.2,30,30
Suriname,2013,52,40,30,N/A,71.6,72.5,N/A,40.2,77.5,66.7,66.3,25,30
Suriname,2012,52.6,40,37,N/A,63.2,67.5,N/A,40.7,81.2,74.5,66.3,25,30
Suriname,2011,53.1,40,37,N/A,68.1,80.3,N/A,40.7,81.8,76.4,66.4,10,30
Suriname,2010,52.5,40,36,N/A,66.9,77.8,N/A,41,84.5,67.8,66.4,15,30
Suriname,2009,54.1,40,35,N/A,67.7,75.5,N/A,41.5,84.8,72.2,64.2,30,30
Suriname,2008,54.3,50,30,N/A,68,72.8,N/A,41.9,86.3,69.2,65,30,30
Suriname,2007,54.8,50,32,N/A,67.8,75.6,N/A,42,86.1,69.1,65,30,30
Suriname,2006,55.1,50,43,N/A,64.5,76.6,N/A,42,86.2,67.1,61.6,30,30
Suriname,2005,51.9,50,10,N/A,66.6,70,N/A,55,85.8,59.9,61.6,30,30
Suriname,2004,47.9,50,10,N/A,61.4,62.2,N/A,55,N/A,58.1,54.4,50,30
Suriname,2003,46.9,50,10,N/A,67.3,48.1,N/A,55,N/A,45.4,66.8,50,30
Suriname,2002,48,50,10,N/A,65.7,65.3,N/A,55,N/A,39,66.8,50,30
Suriname,2001,44.3,50,10,N/A,63.8,78.1,N/A,55,N/A,36.7,25,50,30
Suriname,2000,45.8,50,10,N/A,69.6,56.7,N/A,55,N/A,66,25,50,30
Suriname,1999,40.1,50,10,N/A,69.6,13.8,N/A,55,N/A,57.8,25,50,30
Suriname,1998,39.9,50,10,N/A,60.6,48.6,N/A,55,N/A,29.9,25,50,30
Suriname,1997,35.9,50,10,N/A,41.7,61.1,N/A,55,N/A,0,25,50,30
Suriname,1996,36.7,50,10,N/A,49.5,45.8,N/A,70,N/A,0,25,50,30
Suriname,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Bahamas,2025,63.2,61.8,66.2,78.6,97.2,77.2,6.7,70,68.8,72.9,49,50,60
The Bahamas,2024,62.5,60.9,65.5,78.4,96.5,76.1,4.2,67.2,70.2,71.7,49.6,50,60
The Bahamas,2023,62.6,60.5,78.3,65.7,96.5,79.3,0,67,68.6,75.7,49.6,50,60
The Bahamas,2022,68.7,61.1,64.3,78.8,96.5,85.8,67.3,63.3,69.3,79.2,49,50,60
The Bahamas,2021,64.6,48.1,47.5,45.7,97.1,87.6,72.7,70.4,70,77,49,50,60
The Bahamas,2020,64.5,54.9,46,46.4,96.8,87.4,69.2,69,70,76.3,47.8,50,60
The Bahamas,2019,62.9,42.2,43.7,46.9,97.3,86.8,65.7,68.5,67.5,78.1,47.8,50,60
The Bahamas,2018,63.3,46.5,50.9,53.5,96.5,82.9,59,68.3,64.6,79.2,52.7,45,60
The Bahamas,2017,61.1,45.3,38.2,48.7,97.1,83.8,42.3,68.5,71.5,77,50.6,50,60
The Bahamas,2016,70.9,70,71,N/A,97.9,84.3,N/A,70.7,72.8,78.5,64,40,60
The Bahamas,2015,68.7,70,71,N/A,97.8,83.2,N/A,68.9,75.3,78.8,52.2,30,60
The Bahamas,2014,69.8,70,66.6,N/A,97.3,84.1,N/A,70.7,81.5,75.1,52.2,30,70
The Bahamas,2013,70.1,70,73,N/A,97,84.9,N/A,71.3,81.6,75.8,47,30,70
The Bahamas,2012,68,70,55,N/A,97.7,85.2,N/A,70.9,82.7,76,42.2,30,70
The Bahamas,2011,68,70,55,N/A,97.2,86.9,N/A,72.5,81.3,74.6,42.2,30,70
The Bahamas,2010,67.3,70,55,N/A,95.2,83.6,N/A,73.4,81,72.7,42.2,30,70
The Bahamas,2009,70.3,75,50,N/A,96.5,84.4,N/A,74.7,80.4,75.5,56,40,70
The Bahamas,2008,71.1,80,70,N/A,96.2,86.4,N/A,80,80,76.3,32,40,70
The Bahamas,2007,72,80,70,N/A,96.6,88.7,N/A,80,80,76.1,38.8,40,70
The Bahamas,2006,72.3,90,70,N/A,96.8,87.1,N/A,80,80,82.2,17,50,70
The Bahamas,2005,72.6,90,70,N/A,96.7,88,N/A,85,80,79.5,17,50,70
The Bahamas,2004,72.1,90,70,N/A,97.1,87.1,N/A,85,N/A,82.5,17,50,70
The Bahamas,2003,73.5,90,70,N/A,96.9,88.8,N/A,100,N/A,80.4,15,50,70
The Bahamas,2002,74.4,90,70,N/A,97,89.2,N/A,100,N/A,88.1,15,50,70
The Bahamas,2001,74.8,90,70,N/A,97.3,89.2,N/A,100,N/A,87.3,19.4,50,70
The Bahamas,2000,73.9,90,70,N/A,97.2,85.5,N/A,100,N/A,87,15,50,70
The Bahamas,1999,74.7,90,70,N/A,97.2,87.1,N/A,100,N/A,88.4,19.4,50,70
The Bahamas,1998,74.5,90,70,N/A,97.2,87.4,N/A,100,N/A,86.9,19.4,50,70
The Bahamas,1997,74.5,90,70,N/A,97.3,87.8,N/A,100,N/A,86.1,19,50,70
The Bahamas,1996,74,90,70,N/A,97.8,83.6,N/A,100,N/A,85.8,19,50,70
The Bahamas,1995,71.8,90,70,N/A,97.7,86.9,N/A,100,N/A,82.6,19,30,70
Trinidad and Tobago,2025,63.6,58.3,44.7,58.5,79.5,74.5,80.9,72.6,60.4,76.3,67.6,50,40
Trinidad and Tobago,2024,60.4,58.1,44.8,59.8,79.9,69.6,21.1,76,60.4,76.7,68.6,60,50
Trinidad and Tobago,2023,59.5,58.1,59.9,45.2,80.3,68.5,12.7,64.5,64.8,83,66.9,60,50
Trinidad and Tobago,2022,58.8,58.8,44.2,59.3,79.1,69,12.9,60.9,57.4,84.6,68.8,60,50
Trinidad and Tobago,2021,59,52.4,36.4,46.9,79.5,70.9,15.8,66.5,76.8,83.4,68.8,60,50
Trinidad and Tobago,2020,58.3,56.6,37.4,42.1,82.6,66.5,15.9,67.3,76,77.4,67.8,60,50
Trinidad and Tobago,2019,57,52.3,32.9,40.6,82.3,61.9,16.6,67.8,75.6,75.1,68.4,60,50
Trinidad and Tobago,2018,57.7,54.9,33.1,49.8,83.5,54.4,12.6,68.3,74.5,77.4,73.5,60,50
Trinidad and Tobago,2017,61.2,54.7,36.8,48.7,81.4,57.7,51.8,67.7,71.4,75.9,78.6,60,50
Trinidad and Tobago,2016,62.9,50,38,N/A,79.4,62.3,N/A,69.5,72.8,68.5,78.6,60,50
Trinidad and Tobago,2015,64.1,50,38,N/A,79,69.3,N/A,65.3,76.6,74.3,78.6,60,50
Trinidad and Tobago,2014,62.7,50,34,N/A,84.8,62.5,N/A,59.4,76.4,71.7,78.6,60,50
Trinidad and Tobago,2013,62.3,50,32,N/A,84.9,60.4,N/A,55.1,76.7,73.7,69.9,60,60
Trinidad and Tobago,2012,64.4,50,36,N/A,85.5,65.1,N/A,60.1,77.3,70.1,69.9,60,70
Trinidad and Tobago,2011,66.5,50,36,N/A,83.7,75.8,N/A,58.4,77.1,71.8,81.7,60,70
Trinidad and Tobago,2010,65.7,50,36,N/A,80.8,72.3,N/A,59,78,69.3,81.7,60,70
Trinidad and Tobago,2009,68,60,34,N/A,79.7,75.6,N/A,60.1,78.3,72.2,79.8,70,70
Trinidad and Tobago,2008,69.5,65,32,N/A,81,81.7,N/A,65,79.1,72.6,79,70,70
Trinidad and Tobago,2007,70.6,70,38,N/A,82,80.6,N/A,62.7,78.9,74.7,79,70,70
Trinidad and Tobago,2006,70.4,70,42,N/A,76.5,81.1,N/A,62.7,79.2,77.7,75.2,70,70
Trinidad and Tobago,2005,71.5,70,46,N/A,73.7,80.2,N/A,70,79,77.3,79.2,70,70
Trinidad and Tobago,2004,71.3,70,49,N/A,71.7,83.1,N/A,70,N/A,81.7,75.8,70,70
Trinidad and Tobago,2003,68.8,70,53,N/A,72.4,81.8,N/A,70,N/A,81.1,51,70,70
Trinidad and Tobago,2002,70.1,70,53,N/A,71.6,76.5,N/A,70,N/A,82.8,66.8,70,70
Trinidad and Tobago,2001,71.8,70,50,N/A,70.9,76.5,N/A,70,N/A,82.4,66.8,90,70
Trinidad and Tobago,2000,74.5,90,50,N/A,71.2,81.3,N/A,70,N/A,81,66.8,90,70
Trinidad and Tobago,1999,72.4,90,50,N/A,68.1,79.1,N/A,70,N/A,82.8,51.6,90,70
Trinidad and Tobago,1998,72,90,50,N/A,67.4,78.5,N/A,70,N/A,81.8,50.4,90,70
Trinidad and Tobago,1997,71.3,90,50,N/A,68.2,79.6,N/A,70,N/A,78.8,45,90,70
Trinidad and Tobago,1996,69.2,90,50,N/A,64.5,77.5,N/A,70,N/A,75.9,35,90,70
Trinidad and Tobago,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States,2025,70.2,95.4,77.3,76.6,75.6,55.8,0,88.5,77,70.7,75.6,70,80
United States,2024,70.1,95.1,76.4,74.8,74.8,48.7,0,84.8,77.7,73.8,75.6,80,80
United States,2023,70.6,94.7,76.1,73.4,75.4,49.3,0,83.8,76.3,78,75.4,85,80
United States,2022,72.1,95.7,75.7,77.9,75.9,54.5,0,87.5,75.8,82.3,75.2,85,80
United States,2021,74.8,79.7,76.8,72.4,76,62.2,34.9,82.5,87.1,81.1,80.4,85,80
United States,2020,76.6,81.8,77.2,83.7,74.6,56.5,54.3,83.3,87.9,75.5,79.8,85,80
United States,2019,76.8,79.3,77.4,78.6,75.1,57.1,53.1,83.8,89.4,76.6,86.6,85,80
United States,2018,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85,80
United States,2017,75.1,81.3,78.1,75.1,65.3,55.9,53.3,84.4,91,80.1,87.1,80,70
United States,2016,75.4,80,74,N/A,65.6,54.7,N/A,84.7,91.4,77,87,70,70
United States,2015,76.2,80,73,N/A,66.2,51.8,N/A,88.8,98.5,76.6,87,70,70
United States,2014,75.5,80,72,N/A,65.8,48.1,N/A,89.2,97.2,75.4,86.8,70,70
United States,2013,76,85,71,N/A,69.3,47.8,N/A,90.5,95.5,75,86.4,70,70
United States,2012,76.3,85,71,N/A,69.8,46.7,N/A,91.1,95.8,77.2,86.4,70,70
United States,2011,77.8,85,75,N/A,68.3,54.6,N/A,91,95.7,77.4,86.4,75,70
United States,2010,78,85,73,N/A,67.5,58,N/A,91.3,94.8,78.1,86.9,75,70
United States,2009,80.7,90,72,N/A,67.5,59.6,N/A,91.9,95.1,84,86.8,80,80
United States,2008,81,90,73,N/A,68.3,59.8,N/A,92.6,95.4,83.7,86.8,80,80
United States,2007,81.2,90,76,N/A,69,60.3,N/A,91.4,94.7,83.8,86.6,80,80
United States,2006,81.2,90,75,N/A,68.9,61.1,N/A,93.2,97.8,85,81.4,70,90
United States,2005,79.9,90,75,N/A,68.6,60,N/A,85,95.4,85.7,79.8,70,90
United States,2004,78.7,90,77,N/A,67.2,62.2,N/A,85,N/A,85.9,81.4,70,90
United States,2003,78.2,90,76,N/A,63.5,63.5,N/A,85,N/A,84.2,81.4,70,90
United States,2002,78.4,90,78,N/A,63.4,65.3,N/A,85,N/A,84.1,79.4,70,90
United States,2001,79.1,90,75,N/A,63.5,71.2,N/A,85,N/A,85.9,81,70,90
United States,2000,76.4,90,75,N/A,63.8,69.3,N/A,85,N/A,86.3,78.4,70,70
United States,1999,75.5,90,76,N/A,64.1,61.3,N/A,85,N/A,85,78.4,70,70
United States,1998,75.4,90,77,N/A,64.3,60.3,N/A,85,N/A,84.3,78.4,70,70
United States,1997,75.6,90,78,N/A,64.5,60,N/A,85,N/A,84.5,78.4,70,70
United States,1996,76.7,90,90,N/A,64.7,57.8,N/A,85,N/A,84.5,78.4,70,70
United States,1995,76.7,90,90,N/A,64.8,57.8,N/A,85,N/A,83.8,78.4,70,70
Uruguay,2025,70.2,86,77.5,81.8,77.3,72.3,79.6,84,61.8,68.5,73,50,30
Uruguay,2024,69.8,84.8,78.1,81.1,73.8,71.6,75.9,83.9,61,66.2,71.2,60,30
Uruguay,2023,70.2,84.3,80.6,77.3,73.7,70.1,73.3,80.1,60.8,71.8,70.8,70,30
Uruguay,2022,70,84,75.2,80.4,72.4,70.2,75.2,75.7,60.3,70.9,70.4,75,30
Uruguay,2021,69.3,68.1,75.7,66.8,72.6,66.9,80.5,72.3,70.5,72.5,70.8,85,30
Uruguay,2020,69.1,72,73.5,59.8,75.2,66.5,72.3,73.6,71,72.7,77.4,85,30
Uruguay,2019,68.6,68.3,69.2,58.9,77.2,67.5,69.9,74.3,71.9,72.9,78.6,85,30
Uruguay,2018,69.2,69.3,71.6,67,78,68.6,71.1,74.4,64.4,70.7,80.4,85,30
Uruguay,2017,69.7,70.2,70.3,66.8,77.5,69.4,77.2,74.8,62.9,71.3,80.6,85,30
Uruguay,2016,68.8,70,73,N/A,77.2,67.6,N/A,75.3,62.5,71.3,80.6,80,30
Uruguay,2015,68.6,70,73,N/A,77.1,65.1,N/A,72.6,64.3,71.6,81.8,80,30
Uruguay,2014,69.3,70,70.6,N/A,77.4,68,N/A,74.5,68.1,72.1,82.5,80,30
Uruguay,2013,69.7,70,70,N/A,84.2,68.3,N/A,73.4,70.7,72.5,82.9,75,30
Uruguay,2012,69.9,70,69,N/A,81.2,68.7,N/A,74.9,74,73.4,82.9,75,30
Uruguay,2011,70,70,67,N/A,84.3,76.5,N/A,61.5,74.9,72.8,83,80,30
Uruguay,2010,69.8,75,69,N/A,81.7,72.6,N/A,63.1,76.2,72.3,82.8,75,30
Uruguay,2009,69.1,70,67,N/A,82.2,76.5,N/A,65.6,73.7,72.8,83.4,70,30
Uruguay,2008,67.9,70,64,N/A,85.9,76.6,N/A,60.8,74.4,74.2,83,60,30
Uruguay,2007,68.4,70,59,N/A,86.2,77.8,N/A,62.2,73.9,73.1,81.6,70,30
Uruguay,2006,65.3,70,62,N/A,86.1,45.8,N/A,63.9,76.3,73,76.4,70,30
Uruguay,2005,66.9,70,55,N/A,86.1,51.3,N/A,70,75.9,69.1,72,70,50
Uruguay,2004,66.7,70,51,N/A,83.5,60,N/A,70,N/A,74.2,71.8,70,50
Uruguay,2003,69.8,70,51,N/A,87,70.2,N/A,70,N/A,81.4,59,70,70
Uruguay,2002,68.7,70,44,N/A,86.9,69.3,N/A,70,N/A,80.1,58,70,70
Uruguay,2001,70.7,70,44,N/A,86.5,71.2,N/A,70,N/A,76.9,77.8,70,70
Uruguay,2000,69.3,70,43,N/A,88.2,69.3,N/A,70,N/A,70.8,72.6,70,70
Uruguay,1999,68.5,70,41,N/A,88.4,70,N/A,70,N/A,64.1,73,70,70
Uruguay,1998,68.6,70,50,N/A,88.6,69.3,N/A,70,N/A,58.5,71,70,70
Uruguay,1997,67.5,70,50,N/A,88.3,67.1,N/A,70,N/A,53.1,69,70,70
Uruguay,1996,63.7,50,50,N/A,83,66.9,N/A,70,N/A,50.6,63,70,70
Uruguay,1995,62.5,50,50,N/A,84.6,79.6,N/A,70,N/A,45.2,63,70,50
Venezuela,2025,27.6,0.7,6.7,4.1,75.9,93.8,29.1,32.5,35.9,0,42.2,0,10
Venezuela,2024,28.1,0,6.4,3.3,75.9,96.6,36.5,31,35.7,0,42.2,0,10
Venezuela,2023,25.8,0,3.4,6.5,74.8,95,12,30.8,34.3,0,42.3,0,10
Venezuela,2022,24.8,0.2,7.1,4.6,74.1,78.3,0,30.8,37.6,0,54.8,0,10
Venezuela,2021,24.7,7.5,15.1,15.4,71.1,61.5,0,33.4,27.5,0,54.8,0,10
Venezuela,2020,25.2,10.1,14.6,12.6,72.8,66.3,0,30.8,27.7,0,58,0,10
Venezuela,2019,25.9,7.6,7.9,13.1,74.7,58.1,17.6,33.9,28,0,60,0,10
Venezuela,2018,25.2,5.2,7.5,13.8,72.5,57.3,18.4,35.4,24.2,0,58.7,0,10
Venezuela,2017,27,6.8,11.6,10.3,72.5,51.5,15.2,39.7,28.5,16.8,60.7,0,10
Venezuela,2016,33.7,5,19,N/A,74.9,56.7,N/A,45.3,29.5,33.8,63.2,0,10
Venezuela,2015,34.3,5,20,N/A,75,52,N/A,41.6,24.2,42.8,62.8,0,20
Venezuela,2014,36.3,5,16.5,N/A,75.3,51.8,N/A,43.4,33.7,49.7,62.7,5,20
Venezuela,2013,36.1,5,19,N/A,75.6,50.6,N/A,45.6,34.5,47.3,58.8,5,20
Venezuela,2012,38.1,5,20,N/A,74.8,67.3,N/A,47.3,36,46.4,58.8,5,20
Venezuela,2011,37.6,5,19,N/A,75,65.3,N/A,47.8,31.1,47,61.2,5,20
Venezuela,2010,37.1,0,19,N/A,74,61.8,N/A,50.3,36.2,47.7,57.2,5,20
Venezuela,2009,39.9,5,20,N/A,70.6,69.3,N/A,50.8,30.1,53.7,59.6,10,30
Venezuela,2008,44.7,10,23,N/A,74.5,79.7,N/A,51.6,33,60.6,54.6,20,40
Venezuela,2007,47.9,30,23,N/A,75.6,79.9,N/A,50.4,40.9,57.6,61.2,20,40
Venezuela,2006,44.6,30,23,N/A,75.6,76.8,N/A,48.9,35,53.9,63,10,30
Venezuela,2005,45.2,30,24,N/A,75.8,80.2,N/A,55,32.3,51.9,62.4,10,30
Venezuela,2004,46.7,30,25,N/A,75.6,79.2,N/A,55,N/A,57.1,58,10,30
Venezuela,2003,54.8,30,28,N/A,75,86.3,N/A,55,N/A,61,58.2,50,50
Venezuela,2002,54.7,30,27,N/A,75,89.2,N/A,55,N/A,56.9,58.8,50,50
Venezuela,2001,54.6,30,26,N/A,75.5,88,N/A,55,N/A,55.9,61.4,50,50
Venezuela,2000,57.4,50,23,N/A,74,86.8,N/A,70,N/A,47.5,65.6,50,50
Venezuela,1999,56.1,50,28,N/A,75.1,77.1,N/A,70,N/A,39.7,65.4,50,50
Venezuela,1998,54,50,25,N/A,75.4,67.9,N/A,70,N/A,31.1,67,50,50
Venezuela,1997,52.8,50,27,N/A,75,47.1,N/A,70,N/A,41.7,65,50,50
Venezuela,1996,54.5,50,10,N/A,75.2,76.1,N/A,70,N/A,44.1,65,50,50
Venezuela,1995,59.8,50,10,N/A,80,76.1,N/A,85,N/A,52,65,50,70
